State,County,Urban,PovertyRate,MedianFamilyIncome,LowAccessFlag,LowAccessPct
Virginia,Petersburg,1,35.3,29271,1,0.114675357
Virginia,Petersburg,1,18.4,44882,0,0.008147734
Virginia,Petersburg,1,18.6,54940,1,0.046681805
Virginia,Petersburg,1,4.8,57188,1,0.003014981
Virginia,Petersburg,0,21.4,41591,0,0.01261561
Virginia,Petersburg,1,31.6,42500,0,0.010446758
Virginia,Poquoson,1,3.4,124875,1,0
Virginia,Poquoson,1,9.7,84141,1,0.005927526
Virginia,Poquoson,1,3.7,89393,1,0.018420043
Virginia,Portsmouth,1,17.7,55449,1,0.018702011
Virginia,Portsmouth,1,6.5,62644,0,0.007635047
Virginia,Portsmouth,1,12.4,91563,0,0.005170321
Virginia,Portsmouth,1,45.1,23080,0,0
Virginia,Portsmouth,1,13.5,59886,0,0
Virginia,Portsmouth,1,16.5,82361,0,0
Virginia,Portsmouth,1,37,31625,0,0
Virginia,Portsmouth,1,20.5,33859,0,0
Virginia,Portsmouth,1,26.2,51222,0,0
Virginia,Portsmouth,1,9,58536,0,0.017005924
Virginia,Portsmouth,1,13.1,34547,0,0
Virginia,Portsmouth,1,67.3,13693,0,0
Virginia,Portsmouth,1,21.6,61538,0,0
Virginia,Portsmouth,1,38.2,32011,0,0
Virginia,Portsmouth,1,46.3,23750,0,0.025461224
Virginia,Portsmouth,1,26.2,35746,0,0
Virginia,Portsmouth,1,23.8,36385,0,0
Virginia,Portsmouth,1,16.7,47050,0,0.001322519
Virginia,Portsmouth,1,7.2,62813,0,0
Virginia,Portsmouth,1,13.7,61068,1,0.019774695
Virginia,Portsmouth,1,25.9,43385,1,0.121440007
Virginia,Portsmouth,1,15.7,45167,0,0
Virginia,Portsmouth,1,6,77909,0,5.0093E-06
Virginia,Portsmouth,1,9,64560,0,0.000334491
Virginia,Portsmouth,1,1.6,83851,1,0.007603807
Virginia,Portsmouth,1,5.3,79750,1,0.014604764
Virginia,Portsmouth,1,19.2,40727,0,0
Virginia,Portsmouth,1,7.9,69700,1,0.027076149
Virginia,Portsmouth,1,16.7,70441,1,0.002836957
Virginia,Portsmouth,1,13.9,57813,0,0
Virginia,Portsmouth,1,0,0,0,0
Virginia,Radford,1,54.1,70467,0,0.009394302
Virginia,Radford,1,67.4,64792,1,0.001951491
Virginia,Radford,1,18.6,55805,1,0.030185685
Virginia,Richmond City,1,9.1,78821,1,0.139325474
Virginia,Richmond City,1,30.4,29457,1,0.213137242
Virginia,Richmond City,1,15.8,55074,1,0.097053943
Virginia,Richmond City,1,14.1,112273,1,0.258513314
Virginia,Richmond City,1,6.9,69000,1,0.149377882
Virginia,Richmond City,1,13.7,44397,1,0.169128018
Virginia,Richmond City,1,20.9,47000,1,0.098010132
Virginia,Richmond City,1,26.8,37083,0,0.00789182
Virginia,Richmond City,1,26.3,40294,0,0
Virginia,Richmond City,1,31.8,46528,1,0.080619931
Virginia,Richmond City,1,33,51667,0,0.01704304
Virginia,Richmond City,1,62.1,12981,0,0
Virginia,Richmond City,1,67.8,12125,0,0
Virginia,Richmond City,1,42.7,26542,0,0
Virginia,Richmond City,1,55.3,14469,0,0
Virginia,Richmond City,1,23.8,68393,0,0
Virginia,Richmond City,1,8.8,80179,0,0
Virginia,Richmond City,1,44.8,34286,0,0
Virginia,Richmond City,1,12.2,88214,0,0
Virginia,Richmond City,1,14.3,37969,0,3.74447E-07
Virginia,Richmond City,1,34,27679,0,0.000871048
Virginia,Richmond City,1,30.5,36198,0,0.017649678
Virginia,Richmond City,1,19.7,37371,1,0.186650339
Virginia,Richmond City,1,69.9,13081,0,0.000583324
Virginia,Richmond City,1,39.1,45563,1,0.010131751
Virginia,Richmond City,1,41.3,45476,0,0.01613193
Virginia,Richmond City,1,41.9,52042,0,0.005474786
Virginia,Richmond City,1,52.5,111250,0,0
Virginia,Richmond City,1,50.9,70956,0,0
Virginia,Richmond City,1,16.8,97083,0,0
Virginia,Richmond City,1,23.7,84375,0,0
Virginia,Richmond City,1,13,86719,0,1.53738E-05
Virginia,Richmond City,1,18.3,73424,0,0
Virginia,Richmond City,1,13.5,91389,0,0
Virginia,Richmond City,1,10.6,137125,0,0
Virginia,Richmond City,1,31.3,57773,0,0
Virginia,Richmond City,1,31.1,86250,1,0.027671096
Virginia,Richmond City,1,35.4,37300,1,0.026963382
Virginia,Richmond City,1,15.3,45938,0,0.000897901
Virginia,Richmond City,1,8.1,88021,0,0.008709574
Virginia,Richmond City,1,10.3,102552,0,0.020831354
Virginia,Richmond City,1,4.9,130469,0,0
Virginia,Richmond City,1,4.9,130096,0,0
Virginia,Richmond City,1,4.1,173551,0,0
Virginia,Richmond City,1,5.8,142906,1,1.51647E-05
Virginia,Richmond City,1,2.6,203173,0,0.005701499
Virginia,Richmond City,1,33.1,42917,1,0.211479132
Virginia,Richmond City,1,38.1,37347,1,0.075311682
Virginia,Richmond City,1,18,52794,1,0.074731482
Virginia,Richmond City,1,7.9,95625,1,0.082467198
Virginia,Richmond City,1,47.5,21757,1,0.05252757
Virginia,Richmond City,1,31,25323,0,9.35719E-05
Virginia,Richmond City,1,31.2,35357,1,0.069922501
Virginia,Richmond City,1,30.5,33558,1,0.107322637
Virginia,Richmond City,1,4.1,112417,1,0.01100538
Virginia,Richmond City,1,12.6,63026,0,0
Virginia,Richmond City,1,5.7,93393,0,0.000638028
Virginia,Richmond City,1,42.3,28864,0,0.003232249
Virginia,Richmond City,1,22.2,50000,0,0
Virginia,Richmond City,1,19.4,42253,1,0.048542823
Virginia,Richmond City,1,33.8,39669,1,0.019885284
Virginia,Richmond City,1,22.6,42804,1,0.02474704
Virginia,Richmond City,1,24.2,41834,1,0.029984967
Virginia,Richmond City,1,20.5,43434,0,0.00044219
Virginia,Richmond City,1,18.4,42744,0,0.003483624
Virginia,Richmond City,1,7.5,59671,0,0.001484091
Virginia,Roanoke City,1,20,43846,1,0.014825453
Virginia,Roanoke City,1,12.8,53041,0,0.001771301
Virginia,Roanoke City,1,12.9,59139,0,7.50625E-05
Virginia,Roanoke City,1,23.2,40321,1,0.069024551
Virginia,Roanoke City,1,16.5,57863,1,0.015060585
Virginia,Roanoke City,1,5.6,58393,0,0.004181124
Virginia,Roanoke City,1,39.7,38158,0,0
Virginia,Roanoke City,1,42.6,21349,0,0.046126343
Virginia,Roanoke City,1,8.6,69306,1,0.044546789
Virginia,Roanoke City,1,29.2,43945,0,0.002575005
Virginia,Roanoke City,1,16.8,75885,0,0
Virginia,Roanoke City,1,20.9,55285,0,9.84691E-05
Virginia,Roanoke City,1,13.9,73859,1,0.014094909
Virginia,Roanoke City,1,5.8,50645,0,0
Virginia,Roanoke City,1,28.6,51013,1,0.014116093
Virginia,Roanoke City,1,37,33095,0,0
Virginia,Roanoke City,1,41.4,25707,1,0.170094063
Virginia,Roanoke City,1,52.8,30313,1,0.055407729
Virginia,Roanoke City,1,28.5,34395,1,0.015923978
Virginia,Roanoke City,1,17.7,40536,1,0.013104926
Virginia,Roanoke City,1,8.5,116027,1,0.009115761
Virginia,Roanoke City,1,9,67500,0,0.00010775
Virginia,Roanoke City,1,6.9,63189,1,0.012335744
Virginia,Salem,1,15.2,59375,1,0.013032379
Virginia,Salem,1,9.2,66707,1,0.008414298
Virginia,Salem,1,20.4,54760,1,0.009263363
Virginia,Salem,1,7.3,65781,1,0.048485464
Virginia,Salem,1,6.4,65417,1,0.019806934
Virginia,Staunton,1,17.4,60536,0,0
Virginia,Staunton,1,27.2,52333,0,0.001658634
Virginia,Staunton,1,23.5,62639,0,0
Virginia,Staunton,0,11.1,65800,0,0.025992352
Virginia,Staunton,1,15.3,73871,0,0
Virginia,Staunton,1,17.1,56688,0,0.002916133
Virginia,Suffolk,1,37.9,25644,1,0.06693661
Virginia,Suffolk,1,12,63804,0,0.000369243
Virginia,Suffolk,1,18.4,46094,0,0
Virginia,Suffolk,1,34.1,28125,0,0
Virginia,Suffolk,1,35.6,29583,1,0.152597075
Virginia,Suffolk,1,3.1,91949,1,0
Virginia,Suffolk,1,1.5,153988,1,0.005777913
Virginia,Suffolk,1,1.9,98409,1,0.005037327
Virginia,Suffolk,1,0,119444,1,0.015277542
Virginia,Suffolk,1,3.6,98618,1,0
Virginia,Suffolk,1,6.5,70986,1,0.022996208
Virginia,Suffolk,1,5.5,107361,1,0.024596536
Virginia,Suffolk,0,19.2,83600,0,0.032936609
Virginia,Suffolk,1,7.5,63958,1,0.02109037
Virginia,Suffolk,1,5.2,91875,0,0.000350013
Virginia,Suffolk,1,5.8,87853,1,0.028023611
Virginia,Suffolk,0,1.3,102917,0,0.024299346
Virginia,Suffolk,0,1.7,86766,0,0.009124278
Virginia,Suffolk,1,20.4,71033,1,0.009714045
Virginia,Suffolk,0,7,79306,0,0.006034577
Virginia,Suffolk,0,24.6,44271,0,0.055558862
Virginia,Suffolk,0,7.8,70288,0,0.038938053
Virginia,Suffolk,0,15.5,83036,0,0.016095071
Virginia,Suffolk,1,7.6,86483,1,0.007880908
Virginia,Suffolk,0,4.9,84265,0,0.042229605
Virginia,Suffolk,0,4.7,71219,0,0.039143842
Virginia,Suffolk,0,7.9,67422,0,0.042826236
Virginia,Suffolk,0,15.3,67596,0,0.095866422
Virginia,Virginia Beach,1,9.7,50170,1,0
Virginia,Virginia Beach,1,24.9,39777,1,0.013653807
Virginia,Virginia Beach,1,15.1,38290,0,0
Virginia,Virginia Beach,1,10.9,57604,1,0.043522724
Virginia,Virginia Beach,1,4.7,102054,1,0.00191652
Virginia,Virginia Beach,1,25,56319,0,7.4911E-05
Virginia,Virginia Beach,1,6.1,51623,0,0
Virginia,Virginia Beach,1,12.8,57639,0,0
Virginia,Virginia Beach,1,16.5,49479,0,0
Virginia,Virginia Beach,1,6.5,66230,0,0
Virginia,Virginia Beach,1,11.1,55606,0,0
Virginia,Virginia Beach,1,1.9,106250,1,0.006971904
Virginia,Virginia Beach,1,4,118873,1,0.005002997
Virginia,Virginia Beach,1,3.1,84196,0,0.000808655
Virginia,Virginia Beach,1,17.8,60500,0,0
Virginia,Virginia Beach,1,3.3,93714,1,0.004731453
Virginia,Virginia Beach,1,1.9,179148,1,0
Virginia,Virginia Beach,1,3.7,110865,1,0.022811941
Virginia,Virginia Beach,1,3.8,109306,0,2.55718E-05
Virginia,Virginia Beach,1,9.4,78929,0,0
Virginia,Virginia Beach,1,8.4,60375,0,0
Virginia,Virginia Beach,1,5.7,71360,0,0
Virginia,Virginia Beach,1,10.1,55204,0,0
Virginia,Virginia Beach,1,1.7,142357,1,0
Virginia,Virginia Beach,1,3.5,102955,0,0
Virginia,Virginia Beach,1,5.7,100878,0,0.001658446
Virginia,Virginia Beach,1,8.6,47813,1,0
Virginia,Virginia Beach,1,1,128125,1,0.014138119
Virginia,Virginia Beach,1,3.8,164844,1,0.010917902
Virginia,Virginia Beach,1,6.4,135592,1,0.009583484
Virginia,Virginia Beach,1,5,57000,0,0
Virginia,Virginia Beach,1,6.3,106765,1,0.021731041
Virginia,Virginia Beach,1,9.8,80848,0,0
Virginia,Virginia Beach,1,29.4,42500,1,0.007014607
Virginia,Virginia Beach,1,1,121250,1,0.011200739
Virginia,Virginia Beach,1,4.5,86125,0,0
Virginia,Virginia Beach,1,2.3,129911,1,0.001171278
Virginia,Virginia Beach,1,10.1,46471,0,0
Virginia,Virginia Beach,1,27.8,32536,0,0
Virginia,Virginia Beach,1,23.3,48421,0,0
Virginia,Virginia Beach,1,12.2,61118,0,7.58071E-05
Virginia,Virginia Beach,0,36.4,81591,0,0
Virginia,Virginia Beach,1,7.3,62672,1,0.020037291
Virginia,Virginia Beach,1,9,62785,0,0
Virginia,Virginia Beach,1,7.4,74926,0,0
Virginia,Virginia Beach,1,7.3,64432,0,0
Virginia,Virginia Beach,1,8.4,59762,1,0.012352814
Virginia,Virginia Beach,0,4,116797,0,0
Virginia,Virginia Beach,1,21.1,54167,0,0
Virginia,Virginia Beach,1,5.2,69583,0,0
Virginia,Virginia Beach,1,3.3,94554,1,0.004270399
Virginia,Virginia Beach,1,5.3,112692,1,0.006269838
Virginia,Virginia Beach,1,2.1,120313,1,0.010623019
Virginia,Virginia Beach,1,2.1,96250,1,0.01712931
Virginia,Virginia Beach,1,4.3,107833,1,0.012567661
Virginia,Virginia Beach,1,1.5,118050,1,0.003249177
Virginia,Virginia Beach,1,5.1,87381,0,0
Virginia,Virginia Beach,1,4.8,97739,1,5.39673E-05
Virginia,Virginia Beach,1,14.2,76875,1,0
Virginia,Virginia Beach,1,9.4,88056,0,0.062207735
Virginia,Virginia Beach,1,1.9,93000,0,0
Virginia,Virginia Beach,1,3.8,58500,0,0
Virginia,Virginia Beach,1,14.5,53376,0,0
Virginia,Virginia Beach,1,5.8,76304,0,0
Virginia,Virginia Beach,1,2.2,83583,0,0
Virginia,Virginia Beach,1,13.8,79271,0,0
Virginia,Virginia Beach,1,11.7,62684,0,0
Virginia,Virginia Beach,1,9.6,55000,0,0
Virginia,Virginia Beach,1,7.6,68173,0,0
Virginia,Virginia Beach,1,11.3,66219,0,0
Virginia,Virginia Beach,1,39,30000,0,0
Virginia,Virginia Beach,1,7.2,96047,1,0.00242625
Virginia,Virginia Beach,1,10.6,64167,0,0
Virginia,Virginia Beach,1,4.5,89667,0,0
Virginia,Virginia Beach,1,2.7,80199,0,6.54267E-05
Virginia,Virginia Beach,1,6.2,64523,1,0.026884257
Virginia,Virginia Beach,1,8.5,62143,0,0
Virginia,Virginia Beach,1,6.6,70152,0,0
Virginia,Virginia Beach,1,13.9,57434,0,0
Virginia,Virginia Beach,1,9.8,65099,0,0
Virginia,Virginia Beach,1,4.6,81653,0,0
Virginia,Virginia Beach,1,1.8,126500,1,0
Virginia,Virginia Beach,1,1.6,92898,1,0.002281461
Virginia,Virginia Beach,1,6.5,81250,0,0.000229983
Virginia,Virginia Beach,1,11,68086,0,0.001554298
Virginia,Virginia Beach,1,6.6,82500,0,0
Virginia,Virginia Beach,1,4.7,111613,0,0
Virginia,Virginia Beach,1,10,59125,0,0
Virginia,Virginia Beach,1,3.3,88229,0,0
Virginia,Virginia Beach,1,4.3,101979,1,0.008410038
Virginia,Virginia Beach,1,5.2,88646,1,0.003059593
Virginia,Virginia Beach,1,2.7,99375,0,0
Virginia,Virginia Beach,1,16.6,60625,0,0
Virginia,Virginia Beach,1,10.8,45625,0,0.000118875
Virginia,Virginia Beach,1,5.3,95291,0,0.005737291
Virginia,Virginia Beach,1,1.2,98875,0,0
Virginia,Virginia Beach,1,6.7,69683,0,0
Virginia,Virginia Beach,1,5.3,91659,0,0
Virginia,Virginia Beach,0,4.5,91400,0,0.016250899
Virginia,Virginia Beach,0,0,0,0,0
Virginia,Waynesboro,1,38.4,35833,0,0
Virginia,Waynesboro,1,20,50783,1,0.048911896
Virginia,Waynesboro,1,33.7,35083,0,0.005148837
Virginia,Waynesboro,1,11.6,67917,0,0
Virginia,Waynesboro,1,13.1,67839,1,0.004255927
Virginia,Williamsburg,1,21.4,110000,1,0.026054477
Virginia,Williamsburg,1,23.7,46159,0,0.003800742
Virginia,Williamsburg,1,16.5,57583,0,0.006176155
Virginia,Winchester,1,24.3,35220,0,0.001633187
Virginia,Winchester,1,9.4,75078,1,0.047866842
Virginia,Winchester,1,9.3,103581,1,0.031895949
Virginia,Winchester,1,17.2,47255,0,0.008347076
Virginia,Winchester,1,13.6,54615,0,0
Washington,Adams,0,12.4,58056,0,0.000668611
Washington,Adams,0,21.6,59653,1,0.018997015
Washington,Adams,1,22.1,48906,1,0.013089055
Washington,Adams,1,28.4,43125,0,0.001598495
Washington,Adams,1,28.2,44861,0,0.000739443
Washington,Asotin,0,11.5,71776,1,0.006269677
Washington,Asotin,1,6.5,61250,1,0.004620668
Washington,Asotin,1,18.5,41905,0,0.001325332
Washington,Asotin,1,20.1,42255,0,0.008651557
Washington,Asotin,1,25.7,48234,0,0
Washington,Asotin,1,14.2,48375,0,5.4116E-05
Washington,Benton,1,7.1,106033,1,6.03809E-05
Washington,Benton,1,6.5,92138,1,0.01873214
Washington,Benton,1,21.1,60984,1,0.013269471
Washington,Benton,1,8.1,61250,1,0.001466999
Washington,Benton,1,16.2,49276,1,0.011209879
Washington,Benton,1,12.3,63021,0,0
Washington,Benton,1,12.1,52670,0,0
Washington,Benton,0,3.3,87321,0,0
Washington,Benton,0,21.6,48977,0,0.010281008
Washington,Benton,1,3.1,103125,1,0.000122769
Washington,Benton,1,2.8,110208,1,0
Washington,Benton,1,8.8,77083,1,0
Washington,Benton,1,4.4,102944,1,2.35567E-05
Washington,Benton,1,9.1,105382,0,0.000364958
Washington,Benton,0,10.5,98977,0,0.035714286
Washington,Benton,1,10.1,73893,0,0.003815261
Washington,Benton,1,4.4,108983,1,0.005274278
Washington,Benton,0,1.9,129525,0,0.005611213
Washington,Benton,1,3.4,94010,1,0.019825583
Washington,Benton,0,4.3,122845,0,0.017171939
Washington,Benton,1,34.3,54000,0,8.80204E-06
Washington,Benton,1,17.6,41176,0,2.78138E-05
Washington,Benton,1,28.9,44798,0,0.000150915
Washington,Benton,1,26.4,47696,0,0
Washington,Benton,1,8.2,58333,0,0
Washington,Benton,1,44,25421,0,0
Washington,Benton,1,26.4,49153,0,0
Washington,Benton,1,25.3,51823,0,0.000162853
Washington,Benton,1,4,80719,1,0.001999027
Washington,Benton,1,7.4,60588,1,0
Washington,Benton,1,6.7,92318,1,0.005753682
Washington,Benton,1,10,78858,1,0.008638633
Washington,Benton,0,8.5,66875,0,0.138049789
Washington,Benton,1,9.9,62802,1,0.013294653
Washington,Benton,0,24.5,63375,0,0.024929048
Washington,Benton,0,20.3,60873,0,0.022730248
Washington,Benton,0,0,0,1,0
Washington,Chelan,0,15.5,51875,0,0.027499531
Washington,Chelan,0,18,58918,1,0.046824413
Washington,Chelan,0,25.8,57426,0,0.04615342
Washington,Chelan,0,16.3,54375,0,0.026405845
Washington,Chelan,0,15.6,66675,0,0.059339831
Washington,Chelan,1,11.9,58537,1,0.050861204
Washington,Chelan,1,5.1,80911,1,0.011607127
Washington,Chelan,0,7.7,90556,0,0.003209104
Washington,Chelan,1,21,55724,0,0
Washington,Chelan,1,12.2,41866,0,0
Washington,Chelan,1,18.3,53872,1,0.024698952
Washington,Chelan,0,8.3,57386,0,0.025741684
Washington,Chelan,1,2.3,94545,1,0.022181146
Washington,Chelan,1,6.6,61375,1,0.0532018
Washington,Clallam,0,32.1,56324,1,0.205432315
Washington,Clallam,1,19.7,50276,1,0.039044496
Washington,Clallam,0,17.7,56667,1,0.021813727
Washington,Clallam,0,17.2,55192,1,0.035945023
Washington,Clallam,1,28.9,69276,1,0.047824293
Washington,Clallam,1,16.7,53776,1,0.073694535
Washington,Clallam,1,17.8,42463,0,0.000203624
Washington,Clallam,1,19.1,51683,0,0
Washington,Clallam,1,18.2,58427,0,0.010309155
Washington,Clallam,1,14.6,67740,1,0.036083246
Washington,Clallam,1,11.1,63042,0,0.004078054
Washington,Clallam,0,12.1,68208,0,0.033780423
Washington,Clallam,1,24.2,55250,1,0.01350694
Washington,Clallam,0,10.1,65909,0,0.011002758
Washington,Clallam,0,10.1,61284,0,0.021677412
Washington,Clallam,0,18,57734,0,0.020680749
Washington,Clallam,1,5.4,80214,1,0.024416912
Washington,Clallam,1,7.8,65833,1,0.017433405
Washington,Clallam,1,18.1,46438,0,0.000240825
Washington,Clallam,1,11.6,65417,1,0.064733305
Washington,Clallam,0,17.4,47604,1,0.053293055
Washington,Clallam,0,0,0,0,0
Washington,Clark,0,11.2,58713,0,0.046213905
Washington,Clark,0,6.6,74242,0,0.019304041
Washington,Clark,0,6.3,85931,0,0.016405367
Washington,Clark,0,6.3,75577,0,0.045029372
Washington,Clark,0,4.8,88355,0,0.04014542
Washington,Clark,0,4.9,86818,0,0.021241152
Washington,Clark,1,5.3,94416,1,0.009125674
Washington,Clark,0,5,78438,0,0.020569399
Washington,Clark,1,17.2,57519,0,0.001619339
Washington,Clark,1,6.8,96060,1,0.03701551
Washington,Clark,0,4.4,76600,0,0.006960989
Washington,Clark,1,9.3,81875,0,0
Washington,Clark,1,8.5,87778,1,0
Washington,Clark,1,8.3,59451,0,0.012115092
Washington,Clark,1,6.8,70678,1,0
Washington,Clark,1,14.6,58100,0,0.000560662
Washington,Clark,1,9.7,83333,1,0
Washington,Clark,0,11.7,73974,0,0
Washington,Clark,0,4.7,98005,0,0.026203198
Washington,Clark,1,17,54489,0,0.015316375
Washington,Clark,1,3.7,85206,1,0.0026274
Washington,Clark,1,26.3,43919,0,0
Washington,Clark,0,6.3,82701,0,0.015003468
Washington,Clark,0,8.1,79550,0,0.039220892
Washington,Clark,0,6.7,84118,0,0.011111579
Washington,Clark,0,14.7,69442,0,0.001297295
Washington,Clark,0,3,80769,0,0.017578025
Washington,Clark,1,2.2,113594,1,0.008659473
Washington,Clark,1,2.5,113304,1,0.005416859
Washington,Clark,1,1.8,129038,1,0.01652784
Washington,Clark,1,10.5,69238,1,0.008157887
Washington,Clark,1,17.9,54261,0,0
Washington,Clark,1,4.9,58083,0,0
Washington,Clark,1,5.3,82014,1,0.003572913
Washington,Clark,0,3.7,71215,0,0.064417492
Washington,Clark,1,15.4,39926,1,0.002372969
Washington,Clark,1,7.3,76121,1,0.004392613
Washington,Clark,1,13.4,84908,1,0
Washington,Clark,1,13.1,85963,1,0.031464418
Washington,Clark,1,7.1,80795,1,0.018107948
Washington,Clark,1,15.3,51250,1,0.037626501
Washington,Clark,1,11.6,60130,1,0
Washington,Clark,1,7.8,62409,1,0
Washington,Clark,1,23.8,55233,0,0
Washington,Clark,0,5.6,98618,0,0.030789719
Washington,Clark,1,3.2,116154,1,0
Washington,Clark,1,4.2,83750,1,0.009571223
Washington,Clark,1,6.6,83125,1,0.003927371
Washington,Clark,1,5.9,92039,0,0.003318204
Washington,Clark,1,11.6,73333,1,0.00566543
Washington,Clark,0,44.1,31125,0,0.108446646
Washington,Clark,1,22.1,60803,0,0
Washington,Clark,1,4.8,85500,1,0.008931107
Washington,Clark,1,10.5,52165,0,0
Washington,Clark,1,19.7,63844,1,0.012146639
Washington,Clark,1,3.8,59770,1,0.006464313
Washington,Clark,1,31.1,42083,1,0.010798432
Washington,Clark,1,7.2,73816,1,0.008821174
Washington,Clark,1,4.2,77368,0,0.000686652
Washington,Clark,1,10,51328,0,0
Washington,Clark,1,9.9,68684,1,0.013778259
Washington,Clark,1,29.9,32699,0,0
Washington,Clark,1,15.8,41229,0,0
Washington,Clark,1,12.6,46133,0,0.001741923
Washington,Clark,1,10.8,65863,0,0
Washington,Clark,1,18.2,46445,0,0.002569649
Washington,Clark,1,7.6,67245,0,0.000383186
Washington,Clark,1,12.8,73843,1,0.008592925
Washington,Clark,1,8.1,76074,1,0.000673988
Washington,Clark,1,20.8,50979,1,0.006662182
Washington,Clark,1,27.4,30132,0,0
Washington,Clark,1,9.6,54114,0,0
Washington,Clark,1,14.7,50747,0,0.000147494
Washington,Clark,1,14.6,74500,1,0.006144062
Washington,Clark,1,7.6,54750,0,0
Washington,Clark,1,5.5,77444,0,0.000666101
Washington,Clark,1,16.7,55825,0,0
Washington,Clark,1,17.4,44333,0,0
Washington,Clark,1,3.8,93917,0,0.000176267
Washington,Clark,1,17.3,57412,1,0.009819742
Washington,Clark,1,15.1,82357,1,0.022757777
Washington,Clark,1,5.1,86094,0,0
Washington,Clark,1,6.3,87195,0,0
Washington,Clark,1,8.7,62581,1,0.010750894
Washington,Clark,1,12.4,60074,0,0
Washington,Clark,1,16.2,79583,1,0
Washington,Clark,1,5.8,62305,1,0.014191107
Washington,Clark,1,10.8,64125,1,0.017594738
Washington,Clark,1,13.9,61200,0,0
Washington,Clark,1,29.7,37700,0,0
Washington,Clark,1,31.6,36738,0,0
Washington,Clark,1,20.1,54283,0,0
Washington,Clark,1,13.2,53472,0,0
Washington,Clark,1,10.4,81750,0,0
Washington,Clark,1,8.9,64032,0,0.000286467
Washington,Clark,1,35.7,53125,0,0.000326049
Washington,Clark,1,27,76528,0,0
Washington,Clark,1,21.6,53864,0,0
Washington,Clark,1,24.7,45942,0,0.00042568
Washington,Clark,1,38.5,39444,0,0
Washington,Clark,1,12.5,75662,0,8.06263E-06
Washington,Clark,1,25.6,51090,0,0
Washington,Clark,1,12.2,53125,0,0
Washington,Clark,1,11.2,63833,0,0
Washington,Columbia,1,17.5,50321,1,0.045384486
Washington,Cowlitz,1,55.8,15500,0,0
Washington,Cowlitz,1,9.1,70170,0,0
Washington,Cowlitz,1,19.4,43633,0,0.000431347
Washington,Cowlitz,1,46.5,24213,1,0.059802271
Washington,Cowlitz,1,30.4,35093,0,0.00534857
Washington,Cowlitz,1,12.2,61711,0,0
Washington,Cowlitz,1,6.8,61845,0,1.80178E-05
Washington,Cowlitz,1,27.9,51667,1,0.042695219
Washington,Cowlitz,1,20,52618,1,0.01214302
Washington,Cowlitz,1,7.2,82500,1,0.000309348
Washington,Cowlitz,1,11.7,66942,1,0.044063383
Washington,Cowlitz,1,43.8,25714,0,0
Washington,Cowlitz,1,40.2,35156,0,0.000426989
Washington,Cowlitz,0,12.2,63011,0,0.015982953
Washington,Cowlitz,1,24.3,37159,1,0.041990571
Washington,Cowlitz,0,9.2,68958,0,0.008081225
Washington,Cowlitz,1,22.3,63210,1,0.011541565
Washington,Cowlitz,0,10,63629,0,0.01184906
Washington,Cowlitz,0,9.1,77758,0,0.015148918
Washington,Cowlitz,0,9.3,66750,0,0.026367044
Washington,Cowlitz,0,13.8,63533,1,0.032100649
Washington,Cowlitz,0,8,63508,0,0.025749945
Washington,Cowlitz,0,7.9,71906,0,0.012086545
Washington,Cowlitz,1,38.3,26643,0,0
Washington,Douglas,0,19.6,44750,1,0.01461908
Washington,Douglas,0,21.8,47850,1,0.049383399
Washington,Douglas,1,20.4,51226,1,0.011180523
Washington,Douglas,1,9.6,64622,1,0.039921426
Washington,Douglas,1,12.5,49875,0,0.010380512
Washington,Douglas,1,3.5,70530,1,0.006952815
Washington,Douglas,1,22.9,43958,0,0
Washington,Douglas,1,15.9,61000,1,0.00512099
Washington,Ferry,0,29.1,34688,1,0.060606061
Washington,Ferry,0,26.3,57891,1,0.026842672
Washington,Ferry,0,17.3,41970,0,0.019214257
Washington,Franklin,1,21.1,45839,1,0.020619345
Washington,Franklin,1,35,35729,0,0
Washington,Franklin,1,26.1,40809,0,0.000346375
Washington,Franklin,1,41.1,35779,0,0
Washington,Franklin,1,6.8,91920,1,0.011939626
Washington,Franklin,1,7.6,71826,1,0.014087828
Washington,Franklin,0,9.6,80028,1,0.044880978
Washington,Franklin,1,40.4,45000,1,0.025189291
Washington,Franklin,1,4.8,82534,1,0.00606686
Washington,Franklin,1,11.7,65403,1,0.010154326
Washington,Franklin,0,5.8,86750,1,0.044158361
Washington,Franklin,0,23.6,52310,0,0.00293951
Washington,Franklin,0,0,0,0,0
Washington,Garfield,0,12.4,58750,1,0.012445019
Washington,Grant,0,15,61250,1,0.006949986
Washington,Grant,0,10.7,73250,1,0.025308
Washington,Grant,0,21.5,53611,0,0.021137877
Washington,Grant,1,19.7,61127,1,0.0055728
Washington,Grant,0,20.4,48607,0,0.004280465
Washington,Grant,1,27.7,51354,0,0.00341189
Washington,Grant,0,14.9,63021,1,0.048416077
Washington,Grant,1,36.5,29091,1,0.151318073
Washington,Grant,0,10.1,60000,0,0
Washington,Grant,1,16,49046,1,0.04292168
Washington,Grant,1,11.6,75500,1,0.017564187
Washington,Grant,1,21.6,45139,1,0.016658418
Washington,Grant,0,11.4,70211,0,0
Washington,Grant,0,20.9,51550,0,0.015672736
Washington,Grant,0,11,52228,1,0.022617125
Washington,Grant,0,25.4,40724,1,0.011198226
Washington,Grays Harbor,0,9.2,53144,1,0.0191645
Washington,Grays Harbor,0,13.3,62204,1,0.005959775
